Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Image Path,Caption,falsified_label,intern_vl_78_response,Imgur URL,Content Keywords,Title,Content URL,News Content,Image URL,are_images_similar,intern_vl_78_web_entities_title_response,intern_vl_78_web_entities_summary_response,intern_vl_78_summary_response,intern_vl_78_title_response,intern_vl_78_web_entities_title_keywords_response,intern_vl_38_web_entities,intern_vl_38_web_entities_summary_response,gpt_web_entities_response,gpt_web_entities_summary_response,gpt_web_entities_title_response,Title Vision,Content Summary Vision,Content URL Vision,Image URL Vision,News Content Vision,intern_vl_38_web_entities_title_vision_response,intern_vl_38_web_entities_summary_vision_response,llama_90_web_entities_summary_vision_response,llama_90_web_entities_title_vision_response,gpt_web_entities_title_vision_response,internvl_78_web_entities_summary_vision_response,internvl_78_web_entities_title_vision_response,internvl_78_web_entities_title_keywords_vision_response,internvl_78_vision_response,gpt_web_entities_summary_vision_response
10,10,10,10,10,10,10,10,10,10,10,10,10,./sample_300_merged_balanced/usa_today_images_0613_684.jpg,The men s singles trophy and ladies singles trophy are seen on Centre Court at Wimbledon,True,out of context,https://i.imgur.com/pinP7aT.jpeg,"['team', 'europes', 'kit', 'roll', 'picks', 'difficult', 'ryder', 'europe', 'captain', 'cup', 'matches', 'players', 'numbers', 'wear', 'harrington']",Europe’s players will wear Ryder Cup roll numbers on kit for first time,https://www.theguardian.com/sport/2021/sep/21/europes-ryder-cup-players-thank-padraig-harrington-for-historical-touch,"Europe’s Ryder Cup players have expressed gratitude towards Pádraig Harrington after the captain made a point of emphasising their place in history.
In a move similar to one employed by the England cricket team, the European kit at Whistling Straits will for the first time feature numbers depicting each player’s Ryder Cup roll number.
I’ve always known that being a part of the Ryder Cup team is very difficult, but I didn’t know that only that little amount of players have made it.
It’s an honour and we treat it like that.”Quick Guide Ryder Cup 2021: the teams Show The 43rd Ryder Cup Matches will be played at Whistling Straits in Wisconsin, having been postponed from 2020 due to Covid-19.
Lee Westwood, who is participating in his 11th Ryder Cup, agreed.",https://i.guim.co.uk/img/media/02e7bdf47a2b6ece3449cddc7c9298c706b00108/912_0_3648_3648/3648.jpg?width=620&quality=85&auto=format&fit=max&s=30c91f637739bc89d3bfd818d65fca52,No,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,,,,,,out of context,out of context,not out of context,not out of context,out of context,out of context,out of context,out of context,out of context,out of context
11,11,11,11,11,11,11,11,11,11,11,11,11,./sample_300_merged_balanced/usa_today_images_0410_558.jpg,Kentucky sophomore center Dakari Johnson,True,out of context,https://i.imgur.com/S4v47ad.jpeg,"['end', 'team', 'jordan', 'georgetown', 'vs', 'thompson', 'pirates', 'second', 'hoyas', 'hall', 'shots', 'seton', 'hotshooting', 'theodore', 'trample']",Georgetown vs. Seton Hall: Jordan Theodore and hot-shooting Pirates trample Hoyas,https://www.washingtonpost.com/sports/colleges/georgetown-vs-seton-hall-hoyas-trampled-by-hot-shooting-pirates-73-55/2012/02/21/gIQA9TAHSR_story.html,"But Seton Hall's Jordan Theodore was not intimidated.
“Jordan Theodore played one of the better games I’ve seen anyone play all year,” Georgetown Coach John Thompson III said.
But, according to Thompson, so did the Hoyas’ own frustration at their inability to stop Theodore at the opposite end.
Advertisement“The frustrations at the defensive end carried over to the offensive end,” Thompson said.
1 team in defense in the league and especially with three-point and regular field goal percentage,” Theodore said.",,,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,,,,,,out of context,out of context,not out of context,not out of context,out of context,out of context,out of context,out of context,out of context,out of context
12,12,12,12,12,12,12,12,12,12,12,12,12,./sample_300_merged_balanced/guardian_images_0574_521.jpg,Paul McKay was suffering posttraumatic stress disorder after a tour of Afghanistan,False,not out of context,https://i.imgur.com/1AkB1va.jpeg,,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,out of context,Body of Australian soldier Paul McKay found near summit of US mountain,,https://www.theguardian.com/world/2014/jan/17/body-of-australian-soldier-paul-mckay-found-near-summit-of-us-mountain,,"The body of an Australian soldier who had been missing for two weeks has been found near the summit of New York's Scarface mountain.
Captain Paul McKay went missing on New Year's Eve and was last seen walking along train tracks near a US mountain range.
The discovery of his body on the mountain, a popular hiking site in upstate New York with an elevation of 932m, ends an extensive search for the 31-year-old from Canberra.
There were grave concerns for McKay, who was suffering post-traumatic stress disorder after a tour of Afghanistan and was on leave from the Australian army.
The body was found in a section of the mountain that was hidden from helicopters searching for him.",not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
13,13,13,13,13,13,13,13,13,13,13,13,13,./sample_300_merged_balanced/usa_today_images_0070_221.jpg,George W Bush and Dick Cheney,False,not out of context,https://i.imgur.com/who0cfM.jpeg,"['australian', 'japan', 'citizen', 'deal', 'partner', 'china', 'agreement', 'australia', 'international', 'describes', 'abbott', 'trade', 'tony', 'exemplary']",Tony Abbott describes Japan as 'exemplary international citizen',https://www.theguardian.com/world/2014/jul/08/tony-abbott-describes-japan-as-exemplary-international-citizen,"After signing the trade and defence deals, Abbott stood alongside Abe and declared that Japan – Australia’s second-largest trading partner – deserved to be given “a fair go”.
“Japan should be judged on its actions today, not on its actions 70-odd years ago and Japan has been an exemplary international citizen in the post-war era,” Abbott said.
“These are the standards by which Japan should be judged … because Japan today is a radically different country than it was 70 years ago.
But a Labor backbencher, Sam Dastyari, warned of dangers in Australia’s positioning in disputes between China and Japan.
But the independent South Australian senator Nick Xenophon said the Japan agreement was a “costly and secretive folly” that would hasten the demise of Australia’s struggling automotive components sector.",,,out of context,not out of context,out of context,out of context,out of context,not out of context,not out of context,not out of context,out of context,out of context,A George W. Bush-Dick Cheney reunion on Capitol Hill,,https://www.cnn.com/2015/12/02/politics/dick-cheney-marble-bust-capitol/index.html,,"A who’s who of Republicans will gather to honor Cheney, including remarks from Senate Majority Leader Mitch McConnell, House Speaker Paul Ryan and former President George W. Bush, in whose administration Cheney served.
It’s a familiar topic for Cheney, who helped Bush lead the nation into the war on terror after September 11, 2001, and into the Iraq War.
The former Florida governor repeatedly dealt awkwardly with his brother’s decision to enter the Iraq War, flubbing answers about whether he would have made the same decision.
Cheney also faced criticism from the Bush patriarch, George H.W.
Cheney served as secretary of defense in the Bush 41 administration, following a decade in the House, representing Wyoming.",not out of context,not out of context,not out of context,not out of context.,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
14,14,14,14,14,14,14,14,14,14,14,14,14,./sample_300_merged_balanced/guardian_images_0226_460.jpg,Latenight laughs Clinton vs Sanders edition,True,out of context,https://i.imgur.com/IXGXhNE.jpeg,"['russia', 'military', 'latest', 'roasts', 'latenight', 'house', 'surrendered', 'climate', 'nunes', 'ocean', 'florida', 'president', 'meals', 'trump', 'white', 'tv', 'trumps']",Late-night TV roasts Trump on climate: he 'surrendered Florida to the ocean',https://www.theguardian.com/tv-and-radio/2017/mar/29/late-night-hosts-trump-environment-climate-change,"Late-night hosts on Tuesday decided to focus on Trump’s latest decision to remove many of Obama’s environmental regulations and further revelations about possible Russian connections.
The White House has claimed that it will create many new jobs.
“Clean coal sounds like an oxymoron but then so does President Trump,” he said.
“At this point it would just be easier to talk about people at the White House who didn’t meet with shady Russians,” he said.
Footage from the most recent White House presser showed that Sean Spicer appeared to have some food stuck in his teeth.","https://i.guim.co.uk/img/media/64e80ff4243c047ec70c421c7123e365713d0800/118_30_603_362/master/603.png?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom,left&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctYWdlLTIwMTcucG5n&s=85b8509ac8e4fc1259c7d51c4d98a64c",No,out of context,out of context,out of context,out of context,out of context,out of context,out of context,not out of context,out of context,out of context,,,,,,out of context,out of context,not out of context.,not out of context,not out of context,out of context,out of context,out of context,out of context,not out of context
15,15,15,15,15,15,15,15,15,15,15,15,15,./sample_300_merged_balanced/guardian_images_0032_879.jpg,Toronto CanadaJohnny Depp at the Black Mass premiere Toronto International Film Festival,False,not out of context,https://i.imgur.com/pjMMYYi.jpeg,"['leader', 'orbáns', 'policy', 'orbán', 'viktor', 'fortunes', 'election', 'hungary', 'prime', 'waiting', 'trump', 'hungarian', 'political', 'relationship', 'hopes', 'change', 'foreign']",‘Waiting for Trump’: Viktor Orbán hopes US election will change his political fortunes,https://www.theguardian.com/world/2024/apr/25/waiting-for-trump-viktor-orban-hopes-us-election-will-change-his-political-fortunes,"Standing in a hallway in Brussels, Viktor Orbán, the Hungarian prime minister, spoke excitedly about the politician he hopes will change his political fortunes – Donald Trump.
Approached by the Guardian this month as he was rushing after a meeting with Polish and French nationalists, Orbán, who rarely speaks to independent media, stopped to defend his foreign policy choices – and cheer for Trump.
Photograph: Virginia Mayo/APAddressing concerns that Budapest was very isolated, he dismissed the question as a “leftist interpretation of foreign policy which is totally fake”.
The prime minister’s domestic opponents have raised qualms about the government’s foreign policy decisions.
Márton Tompos, a member of the Hungarian parliament and vice-president of the opposition Momentum party, criticised Orbán’s public campaigning for Trump.",https://i.guim.co.uk/img/media/b1cfc372cebb0d8fd23b302bc346ef787027d91f/0_73_3013_1808/master/3013.jpg?width=445&dpr=1&s=none&crop=none,No,out of context,out of context,out of context,out of context,out of context,not out of context,not out of context,not out of context,out of context,not out of context,,,,,,not out of context,not out of context,not out of context.,not out of context.,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
16,16,16,16,16,16,16,16,16,16,16,16,16,./sample_300_merged_balanced/washington_post_images_0590_670.jpg,A demonstrator protests recent grand jury decisions not to indict police officers in the deaths of Michael Brown and Eric Garner at Boston Common in Boston on Thursday,True,out of context,https://i.imgur.com/JqkwOfe.jpeg,,,,,,,out of context,not out of context,out of context,out of context,not out of context,out of context,out of context,not out of context,not out of context,not out of context,Missouri crowd after shooting: ‘Kill the police’,,https://apnews.com/article/police-shootings-missouri-3721a666a64a4eed9673b1553c1e034d,,"(AP) — The fatal shooting of a black teenager by police sent hundreds of angry residents out of their apartments Saturday in a St. Louis suburb, igniting shouts of “kill the police” during a confrontation that lasted several hours.
A St. Louis County chapter of the NAACP called for the FBI to look into the killing of 18-year-old Michael Brown in Ferguson, a predominantly black suburb a few miles north of downtown St. Louis.
They didn’t tell me nothing.”The St. Louis Post-Dispatch reported several distraught relatives were outside talking with neighbors, including Brown’s mother, Lesley McSpadden, and stepfather, Louis Head.
!”A spokesman with the St. Louis County Police Department, which is investigating the shooting at the request of the local department, confirmed a Ferguson police officer shot the man.
Gaskin said officials in the organization spoke with St. Louis County Police Chief Jon Belmar, who told them teenager had been shot twice.",out of context,not out of context,not out of context,not out of context,not out of context,out of context,out of context,out of context,out of context,not out of context
17,17,17,17,17,17,17,17,17,17,17,17,17,./sample_300_merged_balanced/guardian_images_0382_837.jpg,James DeGale wins gold at the 2008 Beijing Olympics,True,out of context,https://i.imgur.com/Iiwnr2X.jpeg,"['stunning', 'olympic', 'immediately', 'title', 'record', 'khan', '60', 'lightweight', 'left', 'prescott', 'seconds', 'world', 'gone']",Khan gone in 60 seconds,https://www.theguardian.com/sport/2008/sep/06/amirkhan.boxing1,"Making his debut as a pay-per-view fighter, the 2004 Olympic lightweight silver-medalist needed to impress as he pushed for a world title challenge within the next 12 months.
But Prescott fired back unabashed to keep Khan at bay as the pair traded in the first few moments.
The lanky Colombian produced a punishing left hook that left Khan wobbly on his feet before another sent the Lancastrian crashing to the canvas.
And when Prescott steamed in again immediately, Khan was caught by a brilliant left hand that saw him sprawling backwards and back on the floor.
This time he was unable to beat the count, leaving his world title dreams in tatters.","https://i.guim.co.uk/img/static/sys-images/Sport/Pix/pictures/2008/09/07/khanbig276.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom,left&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctYWdlLTIwMDgucG5n&enable=upscale&s=15a3f631048355cc9487784509fde083",Bb,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,James DeGale delighted to be living his dream as IBF world champion,,https://www.theguardian.com/sport/2015/may/24/james-degale-world-champion-andre-dirrell,,"James DeGale on Sunday expressed his delight after becoming the first British boxer to win both an Olympic gold and a professional world title.
The 29-year-old beat Andre Dirrell of the US on points in Boston to claim the vacant IBF super-middleweight belt.
It’s an unbelievable feeling, I’m world champ.
A flurry from DeGale in the final round made sure that the victory was his, however.
The US judge Daniel Fitzgerald and British judge Howard Foster scored the fight as 114-112, while Canada’s Alan Davis scored it 117-109.",out of context,out of context,out of context,out of context.,out of context,out of context,out of context,out of context,out of context,out of context
18,18,18,18,18,18,18,18,18,18,18,18,18,./sample_300_merged_balanced/usa_today_images_0543_847.jpg,Democratic presidential candidate Hillary Rodham Clinton speaks at the University of WisconsinMilwaukee Thursday Sept 10 2015 in Milwaukee,False,not out of context,https://i.imgur.com/duG9iBI.jpeg,"['used', 'media', 'private', 'secretary', 'state', 'clinton', 'posts', 'clintons', 'email', 'hillary', '50', 'ive', 'written', 'server', 'emails']",Why I’ve written 50 posts on Hillary Clinton’s e-mails,https://www.washingtonpost.com/news/the-fix/wp/2015/09/26/why-ive-written-50-posts-on-hillary-clintons-e-mails/,"Here's the headline: ""50 Headlines That Reveal Wash. Post Reporter Chris Cillizza's Obsession With The Clinton Email Story.""
I have written lots and lots of blog posts about Hillary Clinton's e-mail issues since the story came to light in March.
Yes, lots and lots of government officials have used both a government e-mail address and a private e-mail address.
But, as reporting from The Post this week showed, the State Department specifically requested Clinton's e-mails after they realized she had used private e-mail exclusively.
It is to say that 50 posts that mention ""Hillary Clinton"" and ""e-mails"" between March and mid-September sound like a ton, but they're really not.",https://www.washingtonpost.com/wp-apps/imrs.php?src=http://img.washingtonpost.com/rf/image_908w/2010-2019/WashingtonPost/2015/09/22/National-Politics/Images/2015-09-22T223143Z_01_IAF001_RTRIDSP_3_USA-ELECTION-4109.jpg&w=1800&h=1800,No,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
19,19,19,19,19,19,19,19,19,19,19,19,19,./sample_300_merged_balanced/washington_post_images_0325_552.jpg,Weak economic data from China and Europe fuel Wall Street fears,False,out of context,https://i.imgur.com/lpAwGrf.jpeg,"['chinas', 'legg', 'shanda', 'company', 'mr', 'peltz', 'investment', 'does', 'overseas', 'ardor', 'shares', 'stake', 'unique', 'shopping', 'growing']",China’s Growing Ardor for Overseas Shopping,https://www.nytimes.com/2016/04/15/business/dealbook/chinas-growing-ardor-for-overseas-shopping.html,"Nelson Peltz sat on the board of Legg Mason, the $3.7 billion asset management company, for five years while his hedge fund, Trian Partners, scooped up 10 percent of the company’s stock.
Mr. Peltz shook things up as he always does.
He ousted the chief executive and got Legg to cut costs and return billions of dollars to shareholders.
When it came time to exit the investment, Mr. Peltz sold his shares to the Shanda Group.
The logic of this deal is hard to follow – not least because Shanda paid a premium to the market price for the Legg shares, something that almost nobody ever does for a passive minority stake.",https://static01.nyt.com/images/2016/04/15/business/db-chinaviews1/db-chinaviews1-articleLarge.jpg?quality=75&auto=webp&disable=upscale,Yes,out of context,out of context,out of context,out of context,out of context,out of context,not out of context,not out of context,not out of context,out of context,,,,,,not out of context,not out of context,not out of context,not out of context.,not out of context,not out of context,not out of context,out of context,out of context,not out of context
20,20,20,20,20,20,20,20,20,20,20,20,20,./sample_300_merged_balanced/guardian_images_0211_640.jpg,Jose Mourinho claimed his first trophy as Chelsea manager in the 2005 League Cup final against Liverpool,True,out of context,https://i.imgur.com/fyJD3zh.jpeg,"['starting', 'season', 'redknapp', 'cole', 'team', 'deal', 'wrangle', 'rightback', 'joe', 'richards', 'stamford', 'alert', 'chelsea', 'manager', 'offer', 'tottenham']",Tottenham on alert as Joe Cole and Chelsea wrangle over a new deal,https://www.theguardian.com/football/2010/may/28/joe-cole-chelsea-contract-talks,"The 28-year-old, whose deal is set to expire next month, had been hopeful of the offer of fresh terms and an increase in his weekly wage to £100,000.
But the Chelsea hierarchy is determined to restructure financially and resolved not even to offer him a rise on his current £80,000-a-week earnings.
Just as significantly, Cole has received no assurances from Carlo Ancelotti over his chances of becoming a regular in the manager's starting XI.
But his club situation rumbles on with John Terry, Chelsea's captain, on record stating the importance of keeping Cole at Stamford Bridge.
Richards, who has suffered from niggling injuries, has been in and out of the City team.",https://i.guim.co.uk/img/static/sys-images/Football/Pix/pictures/2010/5/28/1275065342844/Joe-Cole-of-Chelsea-and-E-006.jpg?width=465&dpr=1&s=none&crop=none,No,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,Rio Ferdinand's England career highs and lows – in pictures,,https://www.theguardian.com/football/gallery/2013/may/15/rio-ferdinand-england-football-team,,"Ferdinand with John Terry.
The pair later fell out over Terry's racial abuse of Ferdinand's brother Anton.
Many believed that this was the reason for his omission from England's Euro 2012 squad.
Photograph: Tony O'Brien/Action Images",out of context,out of context,not out of context,out of context.,out of context,out of context,out of context,out of context,out of context,out of context
21,21,21,21,21,21,21,21,21,21,21,21,21,./sample_300_merged_balanced/bbc_images_0142_850.jpg,In 2003 the government published a nineparagraph legal opinion written by the thenattorney general Lord Goldsmith claiming that the invasion was legal,True,out of context,https://i.imgur.com/4SvLlyz.jpeg,"['immigrant', 'immigrants', 'parties', 'prospective', 'republics', 'votes', 'adams', 'sings', 'party', 'communities', 'local', 'members', 'vote', 'woo']",Adams sings for votes as parties woo immigrants,https://www.theguardian.com/world/2004/mar/28/gerryadams.ireland,"This was unfamiliar vote-catching territory for the Sinn Fein leader, but with upwards of 40,000 immigrants entitled to vote in next June's local elections it's unlikely to remain so.
Sinn Fein is one of a handful of parties aggressively targeting the latest additions to the Republic's electorate.
In a multi-cultural newspaper, the party has taken out full-page advertisements inviting members of the new immigrant communities to join them.
Similarly, the Progressive Democrats moved quickly last year to overturn a proviso in its charter which stated that only EU citizens could become party members.
'It's ironic, though, that some of these parties have at best been indifferent to problems of the immigrant communities in the past.'",,,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,,,,,,not out of context,not out of context,not out of context,out of context,out of context,not out of context,not out of context,out of context,out of context,out of context
22,22,22,22,22,22,22,22,22,22,22,22,22,./sample_300_merged_balanced/guardian_images_0187_409.jpg,Martonos Serbia A group of migrants from Syria walk towards the border with Hungary,False,not out of context,https://i.imgur.com/bHEgUiV.jpeg,"['ad', 'slow', 'kerrey', 'player', 'relevant', 'powell', 'youvideo', 'bob', 'loading', 'sen', 'content', 'loud', 'start', 'doctrine', 'invokes', 'video']",Sen. Bob Kerrey invokes Powell doctrine,https://www.cnn.com/videos/tv/2015/11/22/sotu-tapper-political-fights-over-refugees.cnn,"How relevant is this ad to you?
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues","https://media.cnn.com/api/v1/images/stellar/prod/151121085626-syrian-refugees-june-25-2015.jpg?q=x_0,y_95,h_2246,w_3991,c_crop/w_1280",Yes,not out of context,not out of context,not out of context,out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,Europe’s disunity and lack of trust imperil the continent’s future,,https://www.cnn.com/2021/08/29/europe/european-union-rule-of-law-analysis-intl-cmd/index.html,,"Parliamentarians who have spent the past few years highlighting abuses are spitting blood at what they see as von der Leyen’s complicity with violations.
“She is in the job because Parliament gave up on electing its own candidate and rubber-stamped the member states’ candidate.
Because member states were reluctant to welcome large numbers of migrants into their countries and in some instances took extreme measures to keep them out.
This might seem a dramatic overreaction to a row between the European Parliament and Commission over whether to act on a resolution.
The reality of this latest dilemma, however, is that keeping all 27 member states happy at the same time is a near-impossible balancing act.",not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
23,23,23,23,23,23,23,23,23,23,23,23,23,./sample_300_merged_balanced/usa_today_images_0492_815.jpg,Republican presidential candidate and businessman Donald Trump speaks during a rally in Columbus Ohio on Nov 23 2015,False,not out of context,https://i.imgur.com/nHh7Aql.jpeg,"['ad', 'trumps', 'slow', 'attendees', 'speech', 'relevant', 'youvideo', 'loading', 'unga', 'react', 'content', 'loud', 'watch', 'start', 'player', 'video']",Watch UNGA attendees react to Trump’s speech,https://www.cnn.com/videos/politics/2017/09/19/trump-reaction-shots-unga-orig-bw.cnn,"How relevant is this ad to you?
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues",,,not out of context,not out of context,not out of context,out of context,out of context,not out of context,not out of context,not out of context,not out of context,out of context,Could Donald Trump really be US president?,,https://www.bbc.com/news/world-us-canada-35064717,,"Unlikely to win nomination, no to presidencySome have pointed to Donald Trump's endurance at the top of the Republican primary polls as an indication that his various absurd and offensive comments have not done him damage.
If he thought standing on a debate stage for three hours was hard, wait until he has to endure that slog.
Trump is very unpopular nationally - one recent poll pegged his favourability/unfavourability split at 30% favourable/60% unfavourable - and it's hard to see how he would improve those numbers if nominated.
One of the persistent questions of this election is whether Mrs Clinton can motivate lower-turnout, non-white voters to show up to the polls.
The presence of Mr Trump at the top of the ticket would be, for Clinton and the Democrats, the best motivator of all.",not out of context,not out of context,not out of context.,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
24,24,24,24,24,24,24,24,24,24,24,24,24,./sample_300_merged_balanced/bbc_images_0078_197.jpg,Jeremy Corbyn at a question and answer session at Leicester University,True,not out of context,https://i.imgur.com/vQzocjD.jpeg,"['leader', 'campaign', 'gap', 'conservative', 'university', 'uk', 'struggles', 'election', 'unpopular', 'corbyn', 'labour', 'voted', 'jeremy', 'defensive', 'political', 'close', 'vote', 'win']","Jeremy Corbyn, U.K. Labour Leader, Struggles to Close Election Gap",https://www.nytimes.com/2019/12/11/world/europe/jeremy-corbyn-uk-election.html,"In the final stretch of the campaign, the Labour Party has shifted to a more defensive posture.
The hope is that Labour can lure undecided Britons and squeeze the vote of the centrist Liberal Democrats, whose campaign seems to have faltered.
As Election Day approached, many opinion polls tightened, jangling nerves among Mr. Johnson’s team.
Still, many Labour supporters had expected more, considering that nine years of Conservative rule have produced tough and unpopular austerity policies and more than three years of political chaos over Brexit.
“There is now some panic about whether Labour can hold some of their existing seats,” said Steven Fielding, a professor of political history at the University of Nottingham.",https://static01.nyt.com/images/2019/12/10/world/xxcorbyn1/xxcorbyn1-facebookJumbo.jpg?year=2019&h=550&w=1050&s=9b507d20e964bb08b2af1d696977464f1b8324897f207a04445e306b46fe37c4&k=ZQJBKqZ0VN,No,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
